Home team,Away team,Home team Points H2H,Home team Goal scored H2H,Home Team Red Cards H2H,Home Team Shot on Target H2H,Away team Points H2H,Away team Goal scored H2H,Away Team Red Cards H2H,Away Team Shot on Target H2H
Everton,Swansea,12,9,0,38,6,6,1,24
QPR,Sunderland,6,6,0,22,3,4,0,22
Swansea,QPR,7,7,0,23,1,2,0,16
Arsenal,QPR,9,4,1,23,0,1,1,8
Swansea,Tottenham,2,7,0,21,17,15,0,47
Aston Villa,Swansea,4,4,0,24,10,6,0,22
QPR,Norwich,1,1,1,13,4,2,0,15
Newcastle,QPR,9,3,0,18,0,0,0,17
Swansea,Arsenal,9,9,0,25,12,15,0,43
QPR,Wigan,4,4,1,10,1,2,0,14
Sunderland,Swansea,6,4,0,17,9,6,1,29
Swansea,Chelsea,6,5,1,27,12,11,1,43
Aston Villa,QPR,5,8,0,28,2,7,0,19
Sunderland,Norwich,5,5,1,20,5,4,1,18
QPR,Wolves,0,1,1,8,3,2,0,6
West Brom,Swansea,11,10,0,36,8,8,0,28
Blackburn,QPR,3,3,0,5,0,2,0,13
Swansea,Norwich,6,9,0,29,6,7,0,26
QPR,Fulham,3,2,1,17,3,2,0,6
Stoke,Swansea,17,14,0,30,2,6,0,26
QPR,Everton,2,3,0,17,5,4,1,12
Stoke,Norwich,9,5,0,16,3,2,1,10
Wigan,Swansea,0,2,0,19,6,5,1,14
Bolton,QPR,3,2,0,7,0,1,0,11
Norwich,Wigan,4,3,0,16,1,2,0,15
Swansea,Man City,5,7,0,28,14,15,0,55
Fulham,Swansea,0,2,0,23,9,7,0,21
QPR,Liverpool,3,5,0,18,6,8,0,27
Norwich,Wolves,6,3,1,30,6,3,0,16
Sunderland,QPR,4,3,0,21,4,3,1,19
Swansea,Everton,6,4,1,34,12,9,1,48
QPR,Arsenal,3,3,0,17,6,4,0,27
Tottenham,Swansea,19,15,0,75,1,4,0,21
Swansea,Newcastle,10,8,0,40,7,5,1,28
Man United,QPR,9,9,0,33,0,1,1,15
QPR,Swansea,4,4,0,25,4,6,1,20
Swansea,Blackburn,3,3,0,8,0,0,0,2
West Brom,QPR,6,5,1,24,3,6,0,19
Bolton,Swansea,1,1,0,5,1,1,0,12
QPR,Tottenham,4,2,1,12,4,2,0,22
Swansea,Wolves,1,4,0,8,1,4,0,9
Chelsea,QPR,6,8,0,37,3,3,0,13
Man United,Swansea,16,12,0,54,4,5,0,27
QPR,Stoke,4,3,0,28,4,4,0,9
Man City,QPR,9,12,0,47,0,3,1,11
Swansea,Liverpool,11,8,0,41,8,6,1,46
Reading,Stoke,1,1,0,3,1,1,1,3
Southampton,Wigan,0,0,0,9,3,2,0,8
Swansea,West Ham,9,9,0,32,6,6,0,26
Norwich,West Ham,5,5,0,29,11,15,0,29
West Brom,Reading,3,1,0,4,0,0,0,1
QPR,West Ham,1,1,1,16,4,2,0,12
Swansea,Reading,1,2,0,16,1,2,0,6
QPR,Reading,1,1,0,12,1,1,0,8
Reading,Norwich,1,0,0,3,1,0,0,3
Southampton,Swansea,11,7,1,30,5,3,0,18
QPR,Southampton,0,1,0,10,6,4,0,20
Southampton,Reading,3,1,0,9,0,0,0,2
Reading,Swansea,1,0,0,2,1,0,0,4
Stoke,Southampton,9,9,2,24,6,8,1,26
West Ham,Norwich,19,14,0,45,1,3,0,28
Reading,West Brom,3,3,0,7,0,2,0,6
West Ham,QPR,4,3,0,16,1,1,0,9
West Ham,Swansea,15,9,1,37,3,5,1,17
Wigan,Southampton,1,2,0,3,1,2,0,7
Stoke,Reading,3,2,0,10,0,1,0,4
Southampton,QPR,3,3,0,18,3,3,0,5
Reading,Southampton,0,0,0,3,3,2,0,4
Norwich,Reading,3,2,0,9,0,1,0,6
Swansea,Southampton,4,2,1,22,13,5,0,28
Reading,QPR,1,0,0,7,1,0,0,5
Southampton,Stoke,6,4,0,27,9,5,0,18
West Ham,Cardiff,6,5,0,15,0,1,0,6
Hull,Norwich,3,1,1,1,0,0,0,4
Stoke,Crystal Palace,6,6,0,20,9,7,0,14
Cardiff,Man City,3,3,0,8,3,7,0,15
Cardiff,Everton,1,0,0,1,1,0,0,3
Crystal Palace,Sunderland,3,4,1,23,9,9,1,20
Hull,Cardiff,1,1,0,5,1,1,0,2
Cardiff,Tottenham,0,0,0,0,3,1,0,12
Crystal Palace,Swansea,4,2,0,16,10,6,0,19
Fulham,Cardiff,0,1,0,5,3,2,0,4
Cardiff,Newcastle,1,1,0,3,4,2,1,16
Chelsea,Cardiff,6,8,0,14,0,2,0,5
Norwich,Cardiff,1,0,0,10,1,0,0,4
Cardiff,Swansea,3,1,0,3,0,0,1,3
Aston Villa,Cardiff,3,2,0,6,0,0,0,2
Southampton,Hull,7,6,0,13,1,1,0,7
Hull,Crystal Palace,4,5,0,10,4,4,1,10
Cardiff,Man United,1,2,0,4,1,2,0,5
Cardiff,Arsenal,0,2,0,7,6,6,0,17
Crystal Palace,West Ham,7,15,1,47,22,22,1,44
Stoke,Cardiff,1,0,0,2,1,0,0,3
Crystal Palace,Cardiff,3,2,0,5,0,0,0,2
Swansea,Hull,4,4,0,9,4,4,1,7
Cardiff,West Brom,3,1,0,3,0,0,0,2
Liverpool,Cardiff,6,7,0,14,0,2,0,4
Cardiff,Southampton,3,1,0,4,3,3,0,7
Cardiff,Sunderland,1,2,0,7,1,2,0,9
Arsenal,Cardiff,3,2,0,6,0,0,0,2
Cardiff,West Ham,0,0,0,7,3,2,1,3
Crystal Palace,Stoke,13,10,0,26,1,4,0,15
Man City,Cardiff,3,4,0,9,0,2,0,6
Norwich,Hull,3,1,0,4,0,0,1,0
Crystal Palace,Hull,6,5,0,10,3,2,1,11
Man United,Cardiff,3,2,0,5,0,0,0,1
Cardiff,Norwich,3,2,0,5,0,1,0,6
Swansea,Cardiff,3,3,0,6,0,0,0,1
Cardiff,Aston Villa,1,0,0,3,1,0,0,6
Hull,Southampton,3,2,0,7,6,3,0,17
Cardiff,Hull,0,0,0,5,3,4,0,6
Swansea,Crystal Palace,7,9,1,23,4,8,0,20
Tottenham,Cardiff,6,2,0,13,0,0,1,8
Cardiff,Fulham,6,7,0,14,0,3,0,10
Everton,Cardiff,6,3,0,14,0,1,0,4
Sunderland,Crystal Palace,2,5,0,15,8,9,0,19
Cardiff,Liverpool,0,3,0,3,3,6,0,9
West Brom,Cardiff,1,3,0,6,1,3,0,5
Cardiff,Crystal Palace,0,0,0,4,3,3,0,8
Hull,Swansea,6,3,0,14,3,2,0,8
Southampton,Cardiff,0,0,0,7,3,1,0,4
Cardiff,Stoke,1,1,0,4,1,1,0,5
West Ham,Crystal Palace,12,18,1,45,15,18,2,33
Sunderland,Cardiff,3,4,0,7,0,0,1,1
Newcastle,Cardiff,3,3,0,6,0,0,0,3
Cardiff,Chelsea,0,1,0,4,3,2,0,7
QPR,Hull,0,0,0,6,3,1,0,4
Swansea,Burnley,9,5,0,19,0,2,0,6
Crystal Palace,Burnley,10,6,0,34,10,8,0,15
Stoke,Leicester,3,6,0,22,6,7,1,18
Crystal Palace,Leicester,11,16,0,39,11,12,1,30
West Brom,Burnley,7,9,0,21,4,2,0,12
Leicester,Burnley,17,18,0,44,5,11,0,29
Swansea,Leicester,6,5,0,13,6,5,0,16
Leicester,West Brom,5,7,0,22,8,6,0,13
QPR,Leicester,3,3,0,6,0,2,0,5
Burnley,Newcastle,7,8,0,34,16,11,0,35
QPR,Burnley,3,2,1,6,0,0,0,3
Burnley,Southampton,19,12,0,32,4,2,0,28
Hull,Leicester,3,2,1,10,3,2,1,7
QPR,Crystal Palace,1,0,0,3,1,0,0,3
Newcastle,Burnley,14,10,0,25,2,5,0,12
Burnley,QPR,3,2,0,7,0,1,0,7
Burnley,Crystal Palace,12,16,0,48,9,16,0,45
Leicester,Stoke,7,6,0,27,4,2,0,9
Leicester,Crystal Palace,18,12,1,28,6,9,0,30
Burnley,West Brom,3,4,0,10,6,5,2,12
Hull,QPR,3,2,0,6,0,1,1,3
Burnley,Swansea,3,2,0,16,6,2,0,12
Crystal Palace,QPR,3,3,0,4,0,1,0,4
Leicester,Hull,4,3,0,8,1,1,1,9
Southampton,Burnley,13,15,0,46,10,12,0,37
West Brom,Leicester,0,5,0,18,15,14,0,23
Leicester,Swansea,10,9,0,26,1,2,0,11
Burnley,Leicester,10,6,0,28,13,10,0,45
Leicester,QPR,3,5,0,7,0,1,0,2
Bournemouth,Aston Villa,3,2,1,8,3,2,0,8
Watford,West Brom,7,3,1,11,1,0,0,4
Liverpool,Bournemouth,7,6,0,17,1,2,0,5
West Ham,Bournemouth,7,10,1,22,7,7,1,22
Watford,Southampton,2,5,0,20,14,9,0,23
Bournemouth,Leicester,8,6,0,14,2,3,1,15
Norwich,Bournemouth,6,4,1,9,0,1,1,5
Watford,Swansea,6,3,1,17,3,2,0,11
Bournemouth,Sunderland,3,3,0,12,3,2,2,6
Stoke,Bournemouth,3,3,0,13,6,4,0,11
Watford,Crystal Palace,6,6,0,20,15,15,0,26
Bournemouth,Watford,2,3,0,14,8,8,0,18
Norwich,Leicester,0,4,0,14,12,8,0,14
Man City,Bournemouth,12,16,1,34,0,2,0,5
Stoke,Watford,4,2,0,10,4,2,0,7
Bournemouth,Tottenham,1,2,0,7,7,9,0,21
Southampton,Bournemouth,7,5,1,18,4,4,0,15
Bournemouth,Newcastle,1,2,0,10,4,3,0,5
Leicester,Watford,24,23,0,49,0,7,1,30
Swansea,Bournemouth,2,2,0,10,5,5,0,15
Bournemouth,Everton,11,11,1,29,2,7,1,17
Chelsea,Bournemouth,6,5,0,26,9,5,0,16
Watford,Norwich,3,2,3,19,9,9,0,7
Bournemouth,Man United,6,5,0,23,9,8,0,28
Sunderland,Watford,3,1,0,6,3,1,0,10
West Brom,Bournemouth,6,4,2,12,3,3,0,13
Bournemouth,Crystal Palace,5,4,0,16,5,5,0,12
Arsenal,Bournemouth,12,9,0,19,0,1,0,9
Leicester,Bournemouth,6,5,0,16,3,3,1,9
Bournemouth,West Ham,5,9,0,28,5,10,0,23
Southampton,Watford,8,9,0,45,14,11,1,29
Bournemouth,Norwich,4,3,0,10,1,0,0,4
Swansea,Watford,4,2,0,10,4,2,0,8
Sunderland,Bournemouth,1,1,0,10,4,2,0,12
Crystal Palace,Bournemouth,5,5,1,18,5,5,0,15
Bournemouth,Arsenal,5,7,1,24,8,9,0,18
Bournemouth,Stoke,4,5,0,12,4,6,0,13
Crystal Palace,Watford,15,7,0,32,3,3,4,10
Leicester,Norwich,13,11,0,32,1,1,0,19
Watford,Bournemouth,4,4,1,18,7,8,0,23
Bournemouth,Southampton,5,4,0,16,5,4,0,17
Newcastle,Bournemouth,6,5,0,22,6,6,0,18
Watford,Leicester,6,7,0,23,12,18,0,35
Bournemouth,Swansea,9,6,0,15,0,2,0,8
Watford,Stoke,0,1,1,6,9,4,0,9
Tottenham,Bournemouth,12,11,0,33,0,2,0,8
Bournemouth,Man City,0,2,0,13,12,11,1,25
Aston Villa,Bournemouth,0,2,0,8,6,4,0,7
West Brom,Watford,4,5,0,11,4,4,1,12
Bournemouth,Liverpool,3,5,0,17,12,16,0,29
Bournemouth,Chelsea,0,2,0,6,9,8,0,14
Everton,Bournemouth,9,10,0,19,0,5,0,14
Bournemouth,West Brom,7,4,0,14,1,2,0,12
Norwich,Watford,3,7,0,26,12,13,1,33
Watford,Sunderland,4,3,0,16,1,2,0,7
Man United,Bournemouth,7,5,0,14,1,2,1,8
Burnley,Watford,9,4,0,18,6,3,1,26
Bournemouth,Hull,3,6,0,10,0,1,0,4
Middlesbrough,Bournemouth,3,2,0,3,0,0,0,3
Watford,Hull,3,1,0,0,0,0,0,2
Burnley,Bournemouth,6,8,0,16,3,4,0,14
Middlesbrough,Swansea,3,3,0,4,0,0,0,2
Burnley,Middlesbrough,3,1,0,4,0,0,0,2
Hull,Bournemouth,3,3,0,3,0,1,0,6
Watford,Burnley,3,6,0,19,15,12,1,34
Swansea,Middlesbrough,1,0,0,3,1,0,0,1
Middlesbrough,Burnley,1,0,0,5,1,0,0,2
Bournemouth,Middlesbrough,3,4,0,10,0,0,1,2
Hull,Watford,3,2,1,3,0,0,0,2
Bournemouth,Burnley,3,3,0,8,6,4,0,8
Brighton,Man City,3,6,0,23,12,16,1,50
Crystal Palace,Huddersfield,0,0,0,4,3,3,0,6
Leicester,Brighton,9,8,0,25,3,3,0,21
Huddersfield,Newcastle,3,1,0,3,0,0,0,5
Huddersfield,Southampton,1,0,0,6,1,0,0,3
Watford,Brighton,4,2,1,11,13,9,0,23
Brighton,West Brom,4,4,0,9,1,2,0,6
West Ham,Huddersfield,3,2,0,3,0,0,0,2
Bournemouth,Brighton,6,5,0,6,0,2,0,10
Huddersfield,Leicester,1,1,0,3,1,1,0,1
Burnley,Huddersfield,2,1,0,6,2,1,0,4
Brighton,Newcastle,9,7,3,24,3,3,0,9
Huddersfield,Tottenham,0,0,0,6,6,6,0,13
Arsenal,Brighton,6,8,0,34,12,8,0,20
Swansea,Huddersfield,3,2,0,3,0,0,0,2
Brighton,Everton,5,4,0,19,11,9,0,28
West Ham,Brighton,5,8,0,30,8,11,0,24
Huddersfield,Man United,3,2,0,3,0,1,0,3
Liverpool,Huddersfield,3,3,0,8,0,0,0,0
Brighton,Southampton,4,8,1,24,10,11,0,23
Huddersfield,West Brom,3,1,1,3,0,0,0,3
Swansea,Brighton,0,0,0,2,3,1,0,2
Bournemouth,Huddersfield,6,6,1,7,0,1,0,9
Brighton,Stoke,1,2,0,3,1,2,0,6
Man United,Brighton,18,12,0,43,0,2,3,16
Huddersfield,Man City,0,1,1,0,3,2,0,5
Brighton,Crystal Palace,7,7,1,24,7,6,0,14
Arsenal,Huddersfield,6,6,0,9,0,0,0,2
Brighton,Liverpool,1,2,0,14,13,12,0,35
Everton,Huddersfield,4,3,0,5,1,1,0,9
Huddersfield,Brighton,3,3,1,8,3,2,0,8
Huddersfield,Chelsea,0,1,0,3,6,6,0,9
Tottenham,Brighton,9,6,0,16,9,5,0,26
Brighton,Burnley,3,1,0,13,12,10,0,20
Watford,Huddersfield,3,4,1,9,3,4,1,16
Brighton,Watford,13,8,0,14,1,1,0,6
Southampton,Huddersfield,1,1,0,6,1,1,0,3
Chelsea,Brighton,10,7,0,37,4,3,1,22
Huddersfield,Stoke,1,1,0,8,1,1,0,7
Huddersfield,Burnley,1,0,0,1,1,0,0,4
Newcastle,Brighton,11,6,0,24,8,7,1,26
Brighton,Bournemouth,4,4,0,12,1,2,0,10
Leicester,Huddersfield,6,6,0,13,0,1,0,3
Huddersfield,West Ham,1,2,0,9,4,5,0,11
West Brom,Brighton,6,3,0,6,0,0,0,7
Brighton,Chelsea,4,5,0,17,10,11,0,29
Stoke,Huddersfield,3,2,0,6,0,0,0,3
Huddersfield,Liverpool,0,0,0,2,6,4,0,9
Southampton,Brighton,5,7,0,24,8,8,0,24
Brighton,West Ham,17,15,0,36,2,6,0,17
Man United,Huddersfield,3,2,0,7,0,0,0,0
Stoke,Brighton,1,1,0,3,1,1,0,6
Huddersfield,Bournemouth,3,4,0,4,0,1,0,2
Brighton,Swansea,3,4,0,5,0,1,0,1
West Brom,Huddersfield,0,1,0,3,3,2,0,7
Tottenham,Huddersfield,3,2,0,7,0,0,0,3
Brighton,Arsenal,6,2,0,14,6,2,0,16
Everton,Brighton,12,16,0,36,9,12,1,27
Huddersfield,Swansea,1,0,0,4,1,0,1,0
Huddersfield,Crystal Palace,0,0,0,4,6,3,0,8
Brighton,Leicester,10,8,0,23,10,10,2,29
Newcastle,Huddersfield,3,1,0,3,0,0,0,0
Brighton,Huddersfield,1,1,1,4,1,1,0,5
Crystal Palace,Brighton,8,8,0,22,5,7,1,28
Huddersfield,Watford,3,1,0,1,0,0,0,2
Brighton,Tottenham,7,6,0,20,13,9,0,41
Burnley,Brighton,5,5,0,24,11,7,0,28
Huddersfield,Everton,0,0,0,2,3,2,0,5
Brighton,Man United,15,18,0,30,3,5,0,24
Man City,Huddersfield,4,6,0,16,1,1,0,4
Chelsea,Huddersfield,1,1,0,5,1,1,0,2
Man City,Brighton,21,19,0,42,0,1,0,10
Huddersfield,Arsenal,0,0,0,3,3,1,0,4
Liverpool,Brighton,12,13,1,36,6,8,0,30
Bournemouth,Cardiff,3,2,0,4,0,0,0,1
Huddersfield,Cardiff,1,0,1,1,1,0,0,4
Brighton,Fulham,2,2,0,10,2,2,0,8
Cardiff,Burnley,0,1,0,5,3,2,0,2
Crystal Palace,Wolves,13,8,0,28,4,2,1,16
Wolves,Watford,12,14,0,18,3,2,0,8
Brighton,Wolves,5,6,0,15,11,8,0,31
Fulham,Bournemouth,0,0,1,1,3,3,0,5
Cardiff,Leicester,0,0,0,2,3,1,0,5
Huddersfield,Fulham,3,1,0,2,0,0,0,1
Cardiff,Brighton,3,2,0,6,0,1,1,3
Wolves,Huddersfield,0,0,0,3,3,2,0,6
Cardiff,Wolves,3,2,0,3,0,1,0,4
Bournemouth,Sheffield United,1,1,0,3,1,1,0,3
Sheffield United,Crystal Palace,3,1,0,3,3,2,0,12
Sheffield United,Leicester,0,2,0,4,6,4,0,6
Sheffield United,Southampton,0,0,1,6,6,3,0,12
Burnley,Norwich,6,2,0,18,3,0,0,8
Aston Villa,Brighton,12,9,0,27,3,3,2,14
Brighton,Norwich,6,2,0,17,3,0,0,0
Sheffield United,Burnley,6,4,0,9,0,0,0,3
Bournemouth,Wolves,0,1,1,2,3,2,0,7
Wolves,Sheffield United,4,2,0,8,1,1,0,6
Norwich,Sheffield United,0,1,0,4,3,2,0,3
Brighton,Sheffield United,1,1,0,7,4,2,1,5
Watford,Wolves,3,2,1,9,9,7,0,19
Brighton,Aston Villa,2,1,0,14,11,7,0,16
Crystal Palace,Sheffield United,3,2,0,7,3,1,0,5
Sheffield United,Bournemouth,3,2,0,6,0,1,0,2
Sheffield United,Wolves,0,0,0,2,3,2,0,4
Sheffield United,Leeds,0,0,0,4,3,1,0,9
Wolves,Crystal Palace,3,2,0,20,9,6,1,26
Crystal Palace,Leeds,6,4,0,27,3,1,0,9
West Brom,Sheffield United,3,1,0,6,0,0,0,5
Southampton,Sheffield United,3,3,0,6,0,0,0,0
Fulham,Brighton,1,0,0,4,1,0,0,4
Leeds,Burnley,12,10,0,25,0,3,0,12
Burnley,Sheffield United,3,1,0,3,0,0,0,3
Leeds,Brighton,3,3,0,17,6,4,0,20
Sheffield United,West Brom,3,2,0,6,0,1,0,4
Leeds,Crystal Palace,12,5,0,16,0,0,0,6
Leicester,Sheffield United,3,5,0,10,0,0,0,0
Leeds,Sheffield United,3,2,0,8,0,1,0,1
Sheffield United,Brighton,3,1,0,3,0,0,0,4
Brighton,Leeds,6,2,0,17,3,0,0,14
Wolves,Brighton,3,2,0,9,9,10,2,30
Burnley,Leeds,3,3,0,13,6,7,0,12
Brentford,Arsenal,9,6,0,9,0,0,0,12
Crystal Palace,Brentford,3,0,0,6,3,0,0,9
Aston Villa,Brentford,3,3,0,15,3,3,0,6
Brentford,Brighton,0,0,0,3,9,3,0,6
Wolves,Brentford,0,0,0,0,9,6,3,9
Brentford,Liverpool,3,9,0,12,3,9,0,18
Leeds,Watford,9,3,0,12,0,0,0,3
West Ham,Brentford,0,3,0,15,9,6,0,18
Norwich,Brighton,3,0,0,9,3,0,0,9
Brentford,Chelsea,0,0,0,21,9,3,0,3
Brentford,Leicester,0,3,0,15,9,6,0,18
Burnley,Brentford,9,9,0,18,0,3,0,15
Norwich,Leeds,0,3,0,9,9,6,0,18
Brentford,Norwich,0,3,0,21,9,6,0,15
Newcastle,Brentford,3,9,0,27,3,9,0,12
Brentford,Everton,9,3,0,12,0,0,0,15
Tottenham,Brentford,9,6,0,18,0,0,0,6
Leeds,Brentford,3,6,0,18,3,6,0,9
Brentford,Watford,9,6,0,15,0,3,0,6
Brighton,Brentford,9,6,0,15,0,0,0,18
Brentford,Man City,0,0,0,6,9,3,0,9
Brentford,Aston Villa,9,6,0,12,0,3,0,15
Southampton,Brentford,9,12,0,18,0,3,0,12
Liverpool,Brentford,9,9,0,39,0,0,0,3
Brentford,Man United,0,3,0,24,9,9,0,15
Brentford,Wolves,0,3,0,3,9,6,0,6
Man City,Brentford,9,6,0,21,0,0,0,6
Brentford,Crystal Palace,3,0,0,6,3,0,0,9
Arsenal,Brentford,9,6,0,24,0,3,0,6
Brentford,Newcastle,0,0,3,3,9,6,0,33
Norwich,Brentford,0,3,0,21,9,9,0,18
Brentford,Burnley,9,6,0,12,0,0,3,3
Leeds,Norwich,9,6,0,21,0,3,0,12
Leicester,Brentford,9,6,0,12,0,3,0,18
Chelsea,Brentford,0,3,0,24,9,12,0,18
Watford,Leeds,0,0,0,3,9,9,0,15
Brentford,West Ham,9,6,0,21,0,0,0,3
Norwich,Burnley,9,6,0,18,0,0,0,12
Watford,Brentford,0,3,0,12,9,6,0,15
Brentford,Tottenham,3,0,0,6,3,0,0,0
Man United,Brentford,9,9,0,15,0,0,0,12
Brentford,Southampton,9,9,0,15,0,0,0,12
Everton,Brentford,0,6,6,15,9,9,0,21
Brentford,Leeds,0,3,3,15,9,6,0,18
