Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HST,AST,HR,AR,HomeTeamPointLast20,HomeTeamGoalScoredLast20,HomeTeamGoalConcededLast20,HomeTeamShotTargetLast20,HomeTeamRedLast20,AwayTeamPointLast20,AwayTeamGoalScoredLast20,AwayTeamGoalConcededLast20,AwayTeamShotTargetLast20,AwayTeamRedLast20,HomeTeamPointH2HLast10,HomeTeamGoalScoredH2HLast10,HomeTeamGoalConcededH2HLast10,HomeTeamShotTargetH2HLast10,HomeTeamRedH2HLast10,AwayTeamPointH2HLast10,AwayTeamGoalScoredH2HLast10,AwayTeamGoalConcededH2HLast10,AwayTeamShotTargetH2HLast10,AwayTeamRedH2HLast10,Home_Win_Prob,Draw_Prob,Away_Win_Prob,FTR_Prediction
2022-10-30,Arsenal,Nottingham,5,0,H,10,2,0,0,43,42,25,117,1,9,8,23,34,0,0,0,0,0,0,0,0,0,0,0,0.7559642623046786,0.1613920638968735,0.0826436737984478,H
2022-10-30,Man United,West Ham,1,0,H,3,5,0,0,28,25,33,98,0,22,22,24,74,1,22,15,8,55,0,7,8,15,28,0,0.4379276759681478,0.2684985827203544,0.2935737413114979,D
2022-11-05,Leeds,Bournemouth,4,3,H,4,6,0,0,21,23,31,75,3,19,18,42,55,2,0,0,0,0,0,0,0,0,0,0,0.6552313712702744,0.214158322624581,0.1306103061051445,H
2022-11-05,Man City,Fulham,2,1,H,5,2,1,0,49,66,19,128,0,21,25,34,75,1,26,27,6,92,0,2,6,27,36,1,0.8772264495636802,0.0808117118549488,0.0419618385813708,H
2022-11-05,Nottingham,Brentford,2,2,D,7,2,0,0,9,8,28,36,0,28,30,30,89,1,0,0,0,0,0,0,0,0,0,0,0.2454977394629911,0.2407776977475917,0.5137245627894171,D
2022-11-05,Wolves,Brighton,2,3,A,5,8,1,0,12,11,35,65,2,35,35,23,109,0,11,9,13,34,0,11,13,9,34,2,0.1454967923878072,0.3032013501678484,0.5513018574443445,A
2022-11-05,Everton,Leicester,0,2,A,2,8,0,0,24,20,25,74,2,22,36,33,88,0,18,14,11,39,0,9,11,14,44,1,0.3723997207504791,0.3102147429586786,0.3173855362908422,A
2022-11-06,Chelsea,Arsenal,0,1,A,1,2,0,0,33,29,25,93,2,46,46,23,123,1,14,18,19,51,0,14,19,18,39,1,0.276227009628934,0.2522667025329486,0.4715062878381174,A
2022-11-06,Aston Villa,Man United,3,1,H,4,3,0,0,21,21,28,89,1,30,25,32,96,0,9,11,16,41,1,18,16,11,55,0,0.3438593430264999,0.3323417762190152,0.3237988807544849,H
2022-11-06,Southampton,Newcastle,1,4,A,5,4,0,0,16,17,35,69,0,39,34,18,105,0,7,13,18,47,0,19,18,13,40,1,0.1432969643461227,0.2381781036692175,0.6185249319846596,A
2022-11-06,West Ham,Crystal Palace,1,2,A,2,6,0,0,19,20,24,74,1,27,21,24,83,0,16,20,18,42,0,10,18,20,36,1,0.3613672311306512,0.3262812880073695,0.3123514808619792,A
2022-11-06,Tottenham,Liverpool,1,2,A,5,6,0,0,40,39,19,113,1,36,40,21,120,1,5,12,18,37,0,20,18,12,69,2,0.3553046378082238,0.2477267548382179,0.3969686073535584,D
2022-11-12,Man City,Brentford,1,2,A,6,8,0,0,51,66,18,128,1,26,30,32,84,1,12,6,0,20,0,0,0,6,8,0,0.8540379579746211,0.0895930451728725,0.0563689968525063,H
2022-11-12,Bournemouth,Everton,3,0,H,9,3,0,0,19,21,44,59,2,24,20,25,75,2,11,16,17,43,1,11,17,16,36,1,0.3135552002113779,0.2647463534617397,0.4216984463268824,H
2022-11-12,Liverpool,Southampton,3,1,H,7,5,0,0,38,40,20,122,1,13,17,39,71,0,27,25,4,52,0,3,4,25,31,0,0.7434933448574443,0.1908548829184933,0.0656517722240623,H
2022-11-12,Nottingham,Crystal Palace,1,0,H,2,0,0,0,10,10,30,43,0,30,22,23,86,0,0,0,0,0,0,0,0,0,0,0,0.2296808858646158,0.2682478377581148,0.5020712763772692,D
2022-11-12,Tottenham,Leeds,4,3,H,8,5,0,1,40,40,20,118,1,23,26,33,76,3,25,23,8,60,1,4,8,23,43,0,0.7457434602374061,0.153452594304141,0.1008039454584527,H
2022-11-12,West Ham,Leicester,0,2,A,6,6,0,0,19,21,24,75,1,24,38,33,94,0,18,23,15,42,1,9,15,23,36,2,0.3588375497407655,0.2984809516230844,0.3426814986361501,A
2022-11-12,Newcastle,Chelsea,1,0,H,3,2,0,0,39,36,18,102,0,33,27,22,92,2,6,5,15,21,0,24,15,5,43,0,0.4807934410984231,0.2176400269746904,0.3015665319268864,H
2022-11-12,Wolves,Arsenal,0,2,A,2,4,0,0,12,13,37,68,3,49,47,22,119,1,9,9,14,47,2,18,14,9,50,4,0.1202902605651611,0.2525818413835204,0.6271278980513183,A
2022-11-13,Brighton,Aston Villa,1,2,A,2,2,0,0,35,36,24,114,0,23,24,29,90,1,5,4,12,25,2,17,12,4,34,0,0.5165065612025281,0.2441638855261204,0.2393295532713514,H
2022-11-13,Fulham,Man United,1,2,A,7,9,0,0,21,26,35,74,1,30,26,34,95,0,2,8,24,59,1,26,24,8,94,0,0.3212671915408622,0.2916002566036231,0.3871325518555147,A
2022-12-26,Brentford,Tottenham,2,2,D,5,8,0,0,26,30,32,87,1,42,44,23,126,1,2,0,4,8,0,8,4,0,12,0,0.2273828048456603,0.2177593077846322,0.5548578873697074,A
2022-12-26,Crystal Palace,Fulham,0,3,A,0,11,2,0,30,22,23,84,0,20,26,36,80,1,11,10,10,42,0,8,10,10,35,2,0.5036489079538587,0.245878849950249,0.2504722420958922,D
2022-12-26,Everton,Wolves,1,2,A,6,4,0,0,21,19,28,74,2,12,13,38,66,3,14,12,12,51,3,14,12,12,31,1,0.5325112650374825,0.2773403007848666,0.1901484341776508,H
2022-12-26,Leicester,Newcastle,0,3,A,2,5,0,0,27,39,30,98,0,39,36,18,101,0,18,25,11,47,0,12,11,25,35,1,0.3753167627052936,0.2374073251741336,0.3872759121205727,A
2022-12-26,Southampton,Brighton,1,3,A,4,4,0,0,13,18,40,73,0,32,36,26,111,0,13,15,13,38,0,10,13,15,39,1,0.1704690510637606,0.2578984105443602,0.5716325383918791,A
2022-12-26,Aston Villa,Liverpool,1,3,A,6,9,0,0,23,24,30,86,1,38,39,21,124,1,3,13,23,35,0,27,23,13,72,0,0.1546682944418568,0.2486497373352234,0.5966819682229197,A
2022-12-26,Arsenal,West Ham,3,1,H,5,4,0,0,49,45,20,119,1,18,20,25,73,1,26,23,9,64,0,2,9,23,29,2,0.7177473813894739,0.1752612463398908,0.1069913722706352,H
2022-12-27,Chelsea,Bournemouth,2,0,H,5,4,0,0,30,26,23,89,2,22,24,40,66,2,15,13,7,40,0,9,7,13,22,0,0.6557780766868142,0.2113218180017887,0.1329001053113971,H
2022-12-27,Man United,Nottingham,3,0,H,8,3,0,0,30,25,33,95,0,13,11,30,45,0,0,0,0,0,0,0,0,0,0,0,0.596846171032979,0.2276856821930504,0.1754681467739706,H
2022-12-28,Leeds,Man City,1,3,A,1,9,0,0,20,26,37,76,4,48,64,20,129,1,11,10,28,37,1,17,28,10,91,1,0.1244814046883368,0.2100830593895541,0.665435535922109,A
2022-12-30,West Ham,Brentford,0,2,A,5,6,0,0,18,21,27,75,0,26,32,34,90,1,0,2,8,12,0,12,8,2,26,0,0.3700459434824771,0.2535184836256906,0.3764355728918321,A
2022-12-30,Liverpool,Leicester,2,1,H,5,2,0,0,38,40,22,129,1,27,38,31,91,0,21,18,8,71,0,9,8,18,21,0,0.5947367574517121,0.2330435144573235,0.1722197280909643,H
2022-12-31,Wolves,Man United,0,1,A,3,6,0,0,15,15,36,69,3,33,28,29,102,0,9,5,12,49,1,18,12,5,48,0,0.2112098058471547,0.3575725798989173,0.4312176142539279,D
2022-12-31,Bournemouth,Crystal Palace,0,2,A,2,6,0,0,22,24,39,69,2,29,22,26,77,2,10,9,10,31,0,10,10,9,30,1,0.3855556737883567,0.257175877460814,0.3572684487508293,H
2022-12-31,Fulham,Southampton,2,1,H,2,3,0,0,23,29,34,88,1,12,17,41,72,0,11,11,16,41,0,14,16,11,53,0,0.5380777413490269,0.2806575057214771,0.1812647529294959,H
2022-12-31,Man City,Everton,1,1,D,3,1,0,0,48,62,20,130,1,18,18,29,76,2,28,25,5,74,1,1,5,25,25,1,0.8477950501522323,0.1035163557318082,0.0486885941159595,H
2022-12-31,Newcastle,Leeds,0,0,D,5,1,0,0,39,36,18,99,0,19,27,40,75,4,15,13,13,62,0,12,13,13,57,0,0.7405314799958623,0.1357595014611625,0.1237090185429751,H
2022-12-31,Brighton,Arsenal,2,4,A,5,7,0,0,35,39,24,114,0,49,45,20,117,1,14,8,9,29,0,11,9,8,44,0,0.3930299227098976,0.2091683117995008,0.3978017654906014,A
2023-01-01,Tottenham,Aston Villa,0,2,A,2,4,0,0,40,43,24,127,1,20,22,32,85,1,27,26,8,64,0,3,8,26,39,0,0.6904624381788756,0.2018168783144862,0.107720683506638,D
2023-01-01,Nottingham,Chelsea,1,1,D,5,2,0,0,13,11,33,48,0,32,27,22,88,2,0,0,0,0,0,0,0,0,0,0,0.2253821251675713,0.2160820085031607,0.558535866329268,A
2023-01-02,Brentford,Liverpool,3,1,H,7,6,0,0,29,34,31,92,1,38,41,23,124,1,2,6,12,10,0,8,12,6,38,0,0.2696694415979419,0.2255072745981422,0.504823283803916,A
2023-01-03,Arsenal,Newcastle,0,0,D,4,1,0,0,49,47,21,117,1,40,36,17,102,0,21,17,7,41,0,9,7,17,30,1,0.5322307369070275,0.2121789239628202,0.2555903391301522,H
2023-01-03,Everton,Brighton,1,4,A,4,8,0,0,18,19,30,72,2,34,39,26,114,0,19,20,12,47,0,10,12,20,35,1,0.2133608921958874,0.3112525387660181,0.4753865690380944,A
2023-01-03,Leicester,Fulham,0,1,A,6,2,0,0,24,36,33,85,0,26,31,33,87,1,6,4,7,31,0,12,7,4,29,0,0.4934653248120363,0.2112981097231476,0.2952365654648159,H
2023-01-03,Man United,Bournemouth,3,0,H,6,4,0,0,36,28,26,103,0,22,24,40,68,1,16,13,7,42,0,7,7,13,31,1,0.661110477406426,0.1951630471138571,0.1437264754797168,H
2023-01-04,Southampton,Nottingham,0,1,A,0,1,0,0,12,17,41,72,0,14,12,34,53,0,0,0,0,0,0,0,0,0,0,0,0.457882469766716,0.279308090473168,0.2628094397601159,A
2023-01-04,Leeds,West Ham,2,2,D,6,2,0,0,20,27,36,74,4,18,20,27,77,0,16,17,15,59,0,13,15,17,56,1,0.3727513182855474,0.3647803303093199,0.2624683514051326,D
2023-01-04,Aston Villa,Wolves,1,1,D,4,3,0,0,23,23,30,85,1,14,13,35,68,3,8,11,15,42,0,20,15,11,48,1,0.5130705417872075,0.2634947148329749,0.2234347433798176,D
2023-01-04,Crystal Palace,Tottenham,0,4,A,4,6,0,0,29,22,25,78,2,39,42,25,126,1,7,8,18,30,2,22,18,8,38,2,0.1882616629395202,0.2636037584696102,0.5481345785908694,A
2023-01-05,Chelsea,Man City,0,1,A,2,3,0,0,33,28,22,85,2,46,59,21,127,1,6,6,12,18,0,24,12,6,47,0,0.1810816036965895,0.2068582308570527,0.6120601654463578,A
2023-01-12,Fulham,Chelsea,2,1,H,3,10,0,1,29,31,30,86,1,32,26,21,81,2,4,3,15,51,1,22,15,3,89,0,0.395099652126058,0.2338871800202504,0.3710131678536915,H
2023-01-13,Aston Villa,Leeds,2,1,H,5,4,0,0,23,23,30,85,1,21,28,36,78,3,16,16,12,58,2,10,12,16,43,1,0.5093684623494914,0.2355843447233148,0.2550471929271938,H
2023-01-14,Man United,Man City,2,1,H,4,1,0,0,38,30,25,106,0,46,55,21,121,1,10,13,24,34,0,19,24,13,64,0,0.2357265048628443,0.193629533583193,0.5706439615539626,A
2023-01-14,Brighton,Liverpool,3,0,H,9,2,0,0,34,40,27,113,0,37,41,25,127,1,7,10,19,39,0,19,19,10,60,1,0.3279283122327801,0.2324753868905963,0.4395963008766235,A
2023-01-14,Everton,Southampton,1,2,A,4,5,0,0,18,18,31,71,0,12,17,39,68,0,19,14,12,35,1,10,12,14,53,1,0.467200935508829,0.3017198362437622,0.2310792282474087,H
2023-01-14,Nottingham,Leicester,2,0,H,5,1,0,0,17,13,34,54,0,21,31,33,84,0,0,0,4,3,0,3,4,0,7,0,0.2736725575924062,0.2526429145156509,0.4736845278919427,A
2023-01-14,Wolves,West Ham,1,0,H,4,4,0,0,15,13,31,68,3,16,18,29,74,0,12,7,13,46,0,18,13,7,44,0,0.2884497434131502,0.4040300699528031,0.3075201866340466,A
2023-01-14,Brentford,Bournemouth,2,0,H,4,2,0,0,29,34,32,94,1,19,21,42,69,1,1,0,0,4,0,1,0,0,1,0,0.6817790953192406,0.1840389157914558,0.1341819888893035,H
2023-01-15,Chelsea,Crystal Palace,1,0,H,5,5,0,0,29,24,23,87,3,26,21,29,75,2,30,25,4,59,0,0,4,25,11,0,0.570106544104827,0.2691530107226088,0.1607404451725642,H
2023-01-15,Newcastle,Fulham,1,0,H,5,0,0,0,41,36,12,100,0,31,32,30,84,1,16,14,12,75,0,13,12,14,45,2,0.6351000307152941,0.1876358663770487,0.177264102907657,H
2023-01-15,Tottenham,Arsenal,0,2,A,7,5,0,0,39,43,25,126,1,47,45,20,112,1,13,17,17,50,3,16,17,17,52,2,0.4371398170640489,0.2203565530747671,0.3425036298611839,H
2023-01-18,Crystal Palace,Man United,1,1,D,5,4,0,0,25,20,29,76,2,38,29,26,105,0,14,9,11,27,0,14,11,9,42,0,0.274108152384185,0.3202738010237147,0.4056180465921002,A
2023-01-19,Man City,Tottenham,4,2,H,6,3,0,0,43,51,22,117,1,36,42,27,125,1,10,13,15,54,1,19,15,13,30,0,0.4851058970617386,0.2127937232848364,0.3021003796534249,D
2023-01-21,Liverpool,Chelsea,0,0,D,3,2,0,0,34,39,27,123,1,31,24,22,85,3,12,12,11,51,0,12,11,12,39,3,0.5753357291520518,0.2124849623578319,0.2121793084901161,H
2023-01-21,Bournemouth,Nottingham,1,1,D,4,5,0,0,16,19,43,65,0,20,15,34,59,0,3,3,2,3,0,0,2,3,3,0,0.4501894921239306,0.2555907587405462,0.294219749135523,H
2023-01-21,Leicester,Brighton,2,2,D,2,4,0,0,20,30,34,84,0,34,39,27,116,0,15,16,13,46,2,12,13,16,43,0,0.2624593106411854,0.2543997370058899,0.4831409523529246,A
2023-01-21,Southampton,Aston Villa,0,1,A,5,5,0,0,15,18,38,71,0,25,24,30,81,1,16,14,17,38,0,13,17,14,56,0,0.3219314483998452,0.2788338302011647,0.3992347213989901,H
2023-01-21,West Ham,Everton,2,0,H,4,2,0,0,15,16,28,76,0,15,16,31,69,0,19,11,8,41,0,10,8,11,32,2,0.4037778834923444,0.3328772405198286,0.2633448759878269,D
2023-01-21,Crystal Palace,Newcastle,0,0,D,1,7,0,0,26,19,27,76,2,41,35,12,101,0,8,5,9,39,0,17,9,5,44,0,0.1754779413306308,0.2760129346319374,0.5485091240374319,A
2023-01-22,Leeds,Brentford,0,0,D,5,0,0,0,21,29,35,82,2,29,33,30,91,1,8,10,11,30,0,5,11,10,24,2,0.4076188273141626,0.2607645722243564,0.3316166004614809,H
2023-01-22,Man City,Wolves,3,0,H,7,1,0,0,45,53,22,115,1,17,13,30,68,3,22,25,10,67,1,7,10,25,23,3,0.8170447381101827,0.1173902521611236,0.0655650097286936,H
2023-01-22,Arsenal,Man United,3,2,H,5,4,0,0,50,47,17,113,0,39,30,23,104,0,15,17,14,51,0,12,14,17,56,0,0.5900547113072325,0.1946478767598448,0.2152974119329226,H
2023-01-23,Fulham,Tottenham,0,1,A,5,3,0,0,31,32,29,84,1,33,39,31,115,1,4,7,20,54,0,25,20,7,68,0,0.2996488971097759,0.2420876947077851,0.4582634081824389,A
2023-02-03,Chelsea,Fulham,0,0,D,3,4,0,0,29,22,21,79,3,30,30,28,86,1,21,16,5,90,1,6,5,16,46,1,0.4486741917318287,0.2999815239810672,0.2513442842871039,D
2023-02-04,Everton,Arsenal,1,0,H,4,3,0,0,15,15,28,69,0,53,50,17,116,0,13,12,25,28,1,16,25,12,57,0,0.1289868131164565,0.2062271471960197,0.6647860396875237,A
2023-02-04,Aston Villa,Leicester,2,4,A,4,5,0,0,28,23,27,84,1,18,28,35,80,0,12,10,13,32,1,15,13,10,48,1,0.4290889796099348,0.2937044248291758,0.2772065955608893,H
2023-02-04,Brentford,Southampton,3,0,H,4,6,0,0,30,32,28,86,0,15,17,35,74,0,6,8,8,18,0,6,8,8,20,0,0.5729319254238902,0.2332960969713435,0.1937719776047662,H
2023-02-04,Brighton,Bournemouth,1,0,H,6,2,0,0,34,40,28,114,0,17,19,42,67,0,4,6,7,22,0,7,7,6,16,0,0.7309708891118494,0.1717473458725393,0.0972817650156112,H
2023-02-04,Man United,Crystal Palace,2,1,H,5,3,1,0,39,32,25,104,0,24,18,27,74,2,12,8,10,39,0,15,10,8,31,0,0.5723332473944122,0.2144268091107932,0.2132399434947946,H
2023-02-04,Wolves,Liverpool,3,0,H,6,4,0,0,17,12,30,64,3,32,37,26,121,1,0,4,21,32,0,30,21,4,65,0,0.1137826124570328,0.2955839324261941,0.590633455116773,H
2023-02-04,Newcastle,West Ham,1,1,D,2,1,0,0,39,33,11,102,0,18,17,25,78,0,17,20,19,47,0,11,19,20,52,1,0.5811169202717731,0.2536614189045386,0.1652216608236882,H
2023-02-05,Nottingham,Leeds,1,0,H,2,4,0,0,21,16,35,64,0,21,28,34,82,2,0,0,0,0,0,0,0,0,0,0,0.3615382869446943,0.2225093970123878,0.4159523160429178,A
2023-02-05,Tottenham,Man City,1,0,H,3,5,1,0,33,36,30,110,1,45,53,20,117,1,19,16,14,30,0,10,14,16,54,1,0.3104123620697692,0.2164181937901591,0.4731694441400716,A
2023-02-08,Man United,Leeds,2,2,D,7,2,0,0,42,33,24,104,1,18,26,34,80,2,23,28,11,76,0,5,11,28,37,0,0.6322791921607139,0.2031765323647777,0.1645442754745084,H
2023-02-11,West Ham,Chelsea,1,1,D,2,4,0,0,19,18,24,78,0,27,21,21,76,3,11,9,13,26,3,17,13,9,58,0,0.3648351123943562,0.2588469750391696,0.3763179125664743,H
2023-02-11,Arsenal,Brentford,1,1,D,7,2,0,0,50,45,17,110,0,32,33,26,87,0,9,7,6,31,0,6,6,7,12,0,0.6530116751170336,0.1657400917505476,0.1812482331324187,H
2023-02-11,Crystal Palace,Brighton,1,1,D,1,7,0,0,24,19,27,75,2,34,38,27,113,0,13,12,12,32,0,10,12,12,44,2,0.2358592355545827,0.3054077337560049,0.4587330306894124,A
2023-02-11,Fulham,Nottingham,2,0,H,3,1,0,0,30,30,28,87,1,24,17,33,66,0,3,3,2,7,0,0,2,3,3,0,0.6158715726837152,0.2203186046401836,0.163809822676101,H
2023-02-11,Leicester,Tottenham,4,1,H,7,4,0,0,20,30,35,80,0,35,35,28,108,2,6,18,30,48,0,24,30,18,64,0,0.2780843127757138,0.2213764116067146,0.5005392756175715,A
2023-02-11,Southampton,Wolves,1,2,A,2,2,0,1,15,16,34,78,0,20,14,28,64,3,2,7,18,54,0,26,18,7,42,0,0.3629597231602904,0.2733740969130596,0.3636661799266499,A
2023-02-11,Bournemouth,Newcastle,1,1,D,5,7,0,0,14,17,43,66,0,37,32,12,94,0,8,9,9,31,0,11,9,9,34,0,0.1278596614847951,0.214748847379487,0.6573914911357178,A
2023-02-12,Leeds,Man United,0,2,A,6,5,0,0,16,26,35,78,2,43,35,22,107,1,3,12,30,37,0,24,30,12,78,0,0.2203062032349423,0.2695101558082042,0.5101836409568534,A
2023-02-12,Man City,Aston Villa,3,1,H,9,2,0,0,42,51,21,120,1,28,25,29,86,1,28,28,9,70,2,1,9,28,25,1,0.7529112761343076,0.155058264067263,0.0920304597984294,D
2023-02-13,Liverpool,Everton,2,0,H,6,1,0,0,29,34,28,117,1,18,16,27,69,0,21,20,8,55,0,6,8,20,28,1,0.582343682559299,0.2727938371101437,0.1448624803305572,H
2023-02-15,Arsenal,Man City,1,3,A,1,6,0,0,48,44,18,115,0,42,50,22,122,1,0,3,27,20,4,30,27,3,57,0,0.3475548135396005,0.1896598378027475,0.4627853486576518,H
2023-02-18,Aston Villa,Arsenal,2,4,A,5,5,0,0,25,24,31,84,1,45,41,19,109,0,6,9,19,40,0,24,19,9,55,1,0.1876365737462208,0.2456760533973601,0.5666873728564192,A
2023-02-18,Brentford,Crystal Palace,1,1,D,5,4,0,0,30,30,27,82,0,24,19,27,73,2,5,1,1,13,0,5,1,1,14,0,0.5477974283605836,0.2026014696193216,0.2496011020200946,H
2023-02-18,Brighton,Fulham,0,1,A,7,2,0,0,32,37,27,116,0,30,29,26,81,1,3,3,4,18,0,6,4,3,15,0,0.5669989305078232,0.2058078466127712,0.2271932228794055,H
2023-02-18,Chelsea,Southampton,0,1,A,5,5,0,0,27,20,20,77,3,14,15,34,76,0,20,30,11,74,0,8,11,30,32,2,0.4776322018212561,0.3543800284310884,0.1679877697476555,H
2023-02-18,Everton,Leeds,1,0,H,6,0,0,0,18,15,27,66,0,15,24,35,79,2,19,20,8,70,0,7,8,20,38,0,0.4120058231262941,0.2725307500302286,0.3154634268434772,H
2023-02-18,Nottingham,Man City,1,1,D,1,6,0,0,21,16,35,61,0,44,50,20,118,1,0,0,6,1,0,3,6,0,9,0,0.1214496248235111,0.1551174861057456,0.7234328890707433,A
2023-02-18,Wolves,Bournemouth,0,1,A,4,1,0,0,22,16,29,65,4,15,18,40,70,0,4,2,1,11,0,1,1,2,4,1,0.4717492234416304,0.3394386274893397,0.1888121490690297,D
2023-02-18,Newcastle,Liverpool,0,2,A,4,7,1,0,37,33,13,100,0,31,34,26,119,1,3,6,17,24,0,24,17,6,69,0,0.3556136373467504,0.2598749359077371,0.3845114267455125,D
2023-02-19,Man United,Leicester,3,0,H,8,3,0,0,43,35,21,108,1,23,32,32,85,0,13,15,17,46,0,13,17,15,45,1,0.5598762632958612,0.2358590842924423,0.2042646524116965,H
2023-02-19,Tottenham,West Ham,2,0,H,6,1,0,0,32,35,32,108,2,20,19,24,75,0,15,16,13,46,0,12,13,16,31,0,0.4910107134232866,0.2977182691574531,0.2112710174192602,D
2023-02-24,Fulham,Wolves,1,1,D,5,2,0,0,33,29,24,80,1,22,16,29,66,4,9,10,10,52,0,18,10,10,39,1,0.5956051085987445,0.1940510242968429,0.2103438671044125,H
2023-02-25,Everton,Aston Villa,0,2,A,5,5,0,0,20,15,26,64,0,25,25,32,84,1,7,9,15,33,0,22,15,9,34,0,0.3164800884481814,0.281322913052026,0.4021969984997925,D
2023-02-25,Leeds,Southampton,1,0,H,4,2,0,0,12,21,36,73,2,14,14,33,78,0,10,12,11,40,1,16,11,12,55,0,0.351192412131527,0.3733174404329248,0.2754901474355481,H
2023-02-25,Leicester,Arsenal,0,1,A,0,2,0,0,23,31,33,87,0,45,42,21,108,0,9,10,19,48,0,21,19,10,55,1,0.2446817347071883,0.2253395621455727,0.5299787031472389,A
2023-02-25,West Ham,Nottingham,4,0,H,5,3,0,0,20,19,24,73,0,21,16,35,57,0,0,0,1,5,0,3,1,0,6,0,0.5607134741608801,0.2455846060952306,0.1937019197438892,H
2023-02-25,Bournemouth,Man City,1,4,A,2,5,0,0,18,19,37,70,0,42,47,19,119,1,0,4,31,19,0,27,31,4,66,2,0.0933599522771296,0.1684283028695896,0.7382117448532807,A
2023-02-25,Crystal Palace,Liverpool,0,0,D,0,4,0,0,22,17,27,68,2,33,35,25,122,0,1,5,28,35,1,28,28,5,67,1,0.1377300696372648,0.296353658108888,0.5659162722538472,A
2023-02-26,Tottenham,Chelsea,2,0,H,3,2,0,0,32,35,32,107,2,27,20,18,79,2,8,8,17,35,1,20,17,8,51,0,0.4373433434997154,0.2710516198200635,0.291605036680221,H
2023-03-01,Arsenal,Everton,4,0,H,5,5,0,0,45,41,20,102,0,19,14,27,62,0,13,20,11,46,0,16,11,20,29,0,0.6779599001749342,0.1903420858970827,0.131698013927983,H
2023-03-01,Liverpool,Wolves,2,0,H,6,1,0,0,34,34,23,121,0,22,16,29,64,4,27,19,6,63,0,3,6,19,32,0,0.7385949828489068,0.1580216914329265,0.1033833257181666,H
2023-03-04,Man City,Newcastle,2,0,H,3,2,0,0,42,45,20,115,1,36,30,12,98,1,26,34,10,80,0,2,10,34,30,0,0.5358273919972336,0.2213152813080694,0.2428573266946969,H
2023-03-04,Arsenal,Bournemouth,3,2,H,9,4,0,0,45,43,19,98,0,18,20,32,70,0,23,21,8,43,0,5,8,21,34,1,0.7293488921553295,0.1637025553812784,0.106948552463392,H
2023-03-04,Aston Villa,Crystal Palace,1,0,H,1,0,0,1,28,27,31,86,1,23,15,23,66,2,14,14,13,41,2,14,13,14,49,0,0.4829938311527839,0.2553188512690995,0.2616873175781166,H
2023-03-04,Brighton,West Ham,4,0,H,9,2,0,0,31,37,28,116,0,20,22,24,76,0,18,18,11,42,0,6,11,18,39,0,0.5505477657209292,0.2510855727000293,0.1983666615790413,H
2023-03-04,Chelsea,Leeds,1,0,H,3,2,0,0,24,18,19,78,1,15,22,35,75,2,23,20,11,68,1,5,11,20,32,2,0.5250548271576488,0.2736842585909836,0.2012609142513674,H
2023-03-04,Wolves,Tottenham,1,0,H,5,6,0,0,21,16,31,61,4,34,36,31,106,2,8,9,12,53,0,20,12,9,69,0,0.2369773271210036,0.3061632979124341,0.4568593749665623,A
2023-03-04,Southampton,Leicester,1,0,H,5,0,0,0,14,14,33,75,0,23,30,32,82,0,9,12,28,45,3,18,28,12,64,0,0.2754913227591815,0.3035910359217498,0.4209176413190686,D
2023-03-05,Nottingham,Everton,2,2,D,4,3,0,0,21,16,37,59,0,18,13,30,65,0,1,1,1,5,0,1,1,1,8,0,0.385402164970235,0.2703062084756804,0.3442916265540844,H
2023-03-05,Liverpool,Man United,7,0,H,8,4,0,0,34,27,23,115,0,43,37,21,110,1,20,27,7,53,0,8,7,27,29,2,0.3635819721027314,0.259225176106017,0.3771928517912516,A
2023-03-06,Brentford,Fulham,3,2,H,6,5,0,0,31,29,25,82,0,31,28,24,82,1,0,2,3,5,0,3,3,2,9,0,0.463464263105622,0.2085002766382729,0.3280354602561049,H
2023-03-11,Bournemouth,Liverpool,1,0,H,2,6,0,0,17,22,35,72,0,34,32,22,117,0,4,7,31,24,0,22,31,7,58,0,0.1482224395294163,0.250150348243696,0.6016272122268876,A
